Account	learn	biden	global	week	read	find	inflation	years	than	win	vote	fifaworldcup	america	these	why	every	full	women	game	american	americans	energy	great	should	them	climate	join	president	live	tickets	must	business	some	change	family	report	act	families	action	season	country	future	latest	cup	across	city	thank	community	democrats	proud	way	know	two	her	which	continue	leaders	companies	many	look	working	right	financial	its	united	most	let	communities	congress	may	house	market	down	digital	those	economy	best	believe	keep	health	would	service	only	big	while	want	goal	because	protect	investment	before	bank	together	growth	being	made	businesses	don	match	state	second	training	nation	china	much	industry	investors	part	round	where	tonight	three	december	ahead	head	end	well	chance	crisis	election	christmas	other	key	plan	states	available	law	everyone	start	check	esg	birthday	third	share	fight	prices	saturday	had	free	were	bill	under	half	another	access	members	life	month	congratulations	impact	honor	could	place	border	below	even	leadership	come	group	never	better	economic	security	away	goals	covid	veterans	high	sale	senate	top	love	around	club	call	luck	fans	online	small	thanks	long	league	national	hard	forward	tomorrow	give	markets	ceo	sustainability	tech	lives	insights	during	kick	making	technology	lads	safe	chief	administration	spending	very	stop	tax	open	thanksgiving	friday	power	still	always	discuss	hope	data	democracy	meet	face	going	news	got	football	again	hear	days	money	party	ticket	black	jobs	rights	coming	opportunity	november	opportunities	since	ready	colleagues	also	celebrate	care	challenges	public	risk	history	grateful	getting	office	apply	create	lead	stand	ever	million	young	sure	use	app	put	costs	solutions	break	night	joe	starts	looking	until	visit	real	shares	progress	card	food	military	ensure	quarter	store	tune	research	she	clients	weekend	local	think	fighting	innovation	stadium	left	oil	explore	special	story	behind	international	post	partner	friends	won	cost	violence	republicans	government	zero	stay	own	social	leader	pay	does	capital	federal	information	too	republican	secure	listen	net	ends	both	afternoon	each	needs	click	equity	players	doing	save	fixture	ways	strong	important	friend	rates	commitment	sustainable	workers	program	final	number	potential	evening	journey	january	any	build	holiday	strategy	term	transition	done	four	clear	services	helping	policy	infrastructure	excited	side	trip	return	sunday	list	annual	former	yet	friendly	children	details	critical	bipartisan	value	player	bring	said	student	him	line	say	loved	become	trends	session	experience	play	yesterday	set	supporters	deal	continues	white	historic	pandemic	camp	same	comes	underway	based	employees	income	draw	congrats	celebrating	following	past	between	drive	resources	lower	far	starting	record	squad	already	welcome	park	loan	honored	supply	wishing	victory	including	provide	show	took	morning	pass	things	men	increase	campaign	company	taking	lost	low	rising	recent	role	leading	road	means	did	job	education	organizations	career	reduce	conference	everything	joined	school	issues	elections	achieve	less	close	winning	further	grow	political	able	step	general	buy	building	shop	five	winter	remember	generation	changes	gift	few	once
BCG	6	0	7	2	4	1	2	3	5	0	0	0	1	3	6	0	10	7	0	0	0	10	0	6	2	18	2	0	2	0	3	5	0	10	0	10	1	1	4	0	1	2	7	0	4	0	2	1	0	0	1	5	1	3	1	0	9	21	2	3	1	1	12	2	1	4	0	1	0	0	0	1	3	5	1	2	5	0	2	1	0	1	2	1	3	3	1	0	0	0	0	0	5	3	2	1	3	2	0	0	0	0	0	0	4	4	2	2	0	1	0	4	0	1	2	1	4	1	8	0	0	1	9	2	0	0	0	0	0	0	2	0	0	1	1	0	0	0	0	1	0	3	1	0	0	0	2	0	0	0	0	1	0	0	3	1	5	3	0	3	0	1	2	0	2	0	0	2	0	0	3	0	0	0	6	0	0	0	1	0	3	0	0	1	0	1	0	0	3	10	3	0	7	2	0	0	4	0	1	3	0	2	2	0	0	0	0	2	2	0	0	2	0	3	0	0	0	1	1	0	0	0	5	1	1	0	0	2	0	0	4	4	2	6	5	1	0	2	0	0	4	1	1	0	0	0	1	6	2	3	1	0	0	1	2	4	0	3	0	4	0	0	0	1	0	1	0	0	6	0	0	1	0	3	0	0	2	1	1	0	0	0	3	0	4	0	0	0	2	0	1	0	0	2	10	0	0	4	0	0	0	6	0	3	0	1	0	1	1	0	1	1	0	2	1	0	0	1	0	0	1	0	0	0	1	1	0	0	0	1	0	0	1	2	1	0	0	0	3	0	2	0	0	5	0	4	3	3	1	2	1	0	1	0	2	2	0	0	0	0	2	0	2	1	0	0	0	1	0	5	0	0	0	0	0	0	1	0	0	0	3	1	0	0	0	0	0	0	0	0	2	0	0	0	0	8	3	0	0	0	0	0	0	1	1	2	1	0	2	0	0	0	2	0	0	0	4	0	0	1	1	0	0	0	0	2	0	1	0	1	0	0	0	0	0	2	2	0	0	2	1	0	4	0	5	0	0	1	0	2	0	1	2	0	0	0	0	0	0	0	1	0	3	0	1	0	0	0	0	0	2	0
Forbes	0	2	0	0	0	1	2	0	3	0	0	0	4	2	0	1	1	2	0	2	2	2	0	2	3	0	1	12	0	0	0	4	1	0	1	5	0	1	0	1	1	2	0	0	2	1	0	1	0	0	3	1	1	2	1	0	1	4	0	2	0	1	0	4	0	6	0	0	0	3	5	5	1	2	2	0	3	0	0	10	2	2	4	1	0	1	0	1	0	2	0	0	0	2	3	1	0	2	0	1	0	0	0	3	1	4	6	1	0	4	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	1	1	6	0	0	0	6	0	2	0	0	4	0	0	1	0	0	1	0	0	0	1	1	0	0	0	0	0	1	0	0	0	6	0	2	0	0	0	0	1	1	1	0	0	0	0	0	1	1	1	9	0	3	0	0	2	1	2	1	0	0	5	0	2	0	0	1	0	0	0	3	0	0	4	0	3	0	2	0	1	0	0	0	1	1	0	1	0	0	0	3	0	1	1	0	0	0	0	0	0	0	2	0	0	1	0	0	2	1	1	0	0	0	2	2	3	0	1	0	1	1	0	1	0	0	0	3	0	1	4	2	0	0	0	1	0	0	0	0	1	7	0	0	0	2	1	2	0	1	4	0	0	1	0	0	3	3	0	1	1	0	0	1	0	0	0	0	0	1	1	0	1	3	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	0	1	0	1	0	0	2	2	0	1	0	0	1	0	1	0	2	0	1	0	2	2	0	0	0	0	0	2	0	0	1	0	12	3	1	0	0	0	0	0	0	0	0	0	2	2	0	0	2	0	1	1	0	3	0	0	0	0	1	0	0	0	1	0	2	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	1	1	0	1	1	0	2	0	1	0	0	1	1	0	0	0	0	3	1	0	0	4	1	1	0	2	1	0	4	0	0	0	6	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	2	2	1	1	0	0	0	0	0	0	0	0
jpmorgan	8	0	10	1	1	2	3	8	5	0	0	0	1	5	2	2	0	1	2	0	0	4	0	1	0	0	2	0	0	0	0	5	4	1	0	1	0	0	0	1	0	3	1	0	2	5	0	0	0	3	2	0	3	1	2	0	2	7	3	0	6	1	1	1	1	1	2	0	0	2	0	6	3	5	0	2	3	0	0	0	0	2	1	0	1	2	0	0	0	4	0	5	4	3	1	0	2	2	2	0	0	0	1	0	1	3	5	1	0	4	0	1	0	1	10	0	0	0	0	0	0	2	4	0	2	0	0	0	1	0	3	0	1	3	2	3	0	1	0	1	0	0	0	1	0	0	1	0	3	2	1	0	1	0	0	0	6	2	1	0	2	1	1	0	0	0	0	0	0	0	1	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	1	4	2	4	2	0	2	5	0	0	0	0	2	0	0	0	1	0	0	5	0	0	4	0	4	0	0	0	0	0	0	0	2	0	1	4	1	0	0	0	0	0	1	0	3	1	3	0	0	0	0	1	1	1	5	0	0	0	0	1	0	0	0	0	0	0	1	0	1	1	10	2	1	0	0	2	0	0	3	6	0	0	0	0	0	0	1	0	8	0	1	0	0	1	0	3	0	0	1	7	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	5	0	0	0	0	0	0	2	0	1	0	3	0	0	0	0	1	0	0	2	0	0	0	2	0	0	2	0	0	1	2	0	1	1	0	3	1	0	0	1	1	0	0	0	2	0	0	2	0	0	2	0	4	2	1	0	1	1	0	0	0	2	1	1	0	2	0	1	0	0	0	2	1	0	0	0	1	0	1	3	0	1	1	0	1	0	1	0	1	2	1	1	2	0	1	1	0	0	0	0	0	1	0	0	0	2	0	3	3	0	0	1	0	0	0	0	0	0	0	1	0	1	3	0	1	3	1	0	2	3	0	1	0	0	1	1	0	6	1	2	0	2	0	0	0	0	0	0	1	0	0	1	0	1	0	0	0	0	1	2	3	0	1	1
GoldmanSachs	16	0	10	3	9	3	8	1	2	0	0	0	0	3	14	0	7	2	2	1	0	5	0	2	0	3	1	2	1	0	0	8	2	3	0	1	1	0	1	2	4	4	14	0	3	0	1	0	0	0	1	0	3	1	3	0	3	0	1	2	1	1	6	5	1	3	0	1	5	0	0	6	0	0	1	8	0	0	2	1	2	1	1	0	1	0	0	0	1	5	0	1	0	16	0	1	1	0	0	1	2	0	0	22	1	3	7	4	0	2	0	1	0	4	10	1	2	0	3	0	0	3	3	0	1	1	0	0	2	1	0	0	0	2	0	2	0	0	0	0	0	0	1	1	0	4	1	0	2	3	0	3	0	1	3	0	0	1	2	1	2	8	1	0	0	3	0	4	0	0	4	0	1	0	2	0	0	0	1	1	0	0	4	0	2	0	0	7	8	2	2	0	2	2	0	1	5	0	0	22	0	0	1	0	0	1	0	0	3	1	0	2	0	0	0	2	0	0	0	0	0	0	1	0	1	3	0	2	0	1	0	0	0	4	0	0	1	0	0	1	2	0	3	2	0	0	1	1	0	1	0	0	0	0	1	1	1	0	0	3	1	0	0	0	1	1	0	3	6	0	4	2	0	0	1	0	0	12	0	1	0	0	0	1	4	0	0	1	0	0	0	2	2	0	1	0	0	0	0	0	1	5	1	1	0	0	0	4	3	0	1	0	0	0	9	2	0	1	0	1	0	0	14	0	0	0	0	0	2	0	0	2	2	0	0	1	0	0	2	0	1	0	1	0	0	2	0	1	1	1	0	1	0	6	0	1	0	0	0	0	1	3	1	0	0	0	0	0	0	2	0	1	0	0	0	0	1	0	0	3	0	0	2	0	0	0	0	0	0	0	0	0	1	2	1	1	0	2	0	0	0	2	0	0	2	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	3	0	0	1	0	1	1	1	0	1	0	1	0	0	0	0	0	0	4	0	0	0	2	0	0	2	0	0	0	1	0	0	0	0	0	5	0	0	0	0	1	2	0	0	0
strategyand	18	0	11	1	3	10	0	3	3	0	0	0	0	1	11	1	5	0	0	0	0	1	0	3	2	7	1	0	1	0	4	4	6	7	0	20	0	0	0	0	0	5	10	0	1	0	0	1	0	2	1	4	4	0	2	0	3	25	5	1	0	3	3	4	0	1	3	0	0	2	0	6	4	8	1	1	0	0	0	1	0	0	4	1	4	1	0	0	0	0	0	0	1	6	0	0	4	1	0	0	0	0	0	0	0	9	0	4	0	0	0	6	0	0	0	0	2	0	4	0	0	1	13	0	0	1	0	1	1	3	8	0	2	8	0	0	0	0	0	0	0	0	0	0	2	0	1	1	1	2	0	3	1	0	1	2	0	0	0	3	1	1	1	0	1	1	0	0	0	0	0	1	4	0	0	0	0	3	0	0	3	0	0	0	1	0	1	0	6	12	1	0	12	1	0	3	2	0	0	4	0	0	1	0	0	0	0	0	4	0	0	2	0	17	0	0	2	0	2	0	0	0	0	0	0	0	0	0	3	0	0	4	0	4	3	2	3	2	0	0	4	1	5	0	0	0	0	0	2	0	0	0	2	0	1	5	0	5	0	6	2	0	0	2	1	0	0	1	2	1	0	5	0	1	2	0	0	4	0	2	0	1	1	0	0	0	0	1	5	0	0	1	0	0	2	0	1	3	0	0	0	1	0	0	2	0	0	2	3	0	0	1	0	0	0	1	0	2	0	1	1	0	0	3	1	0	0	2	1	3	0	1	0	4	1	0	0	1	10	0	1	0	0	1	0	5	2	0	0	0	2	4	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	1	0	6	0	1	0	0	1	0	0	0	1	2	0	0	1	0	1	0	0	0	0	0	1	0	2	1	0	3	6	0	0	0	0	0	0	1	1	1	0	1	0	0	0	1	1	0	0	0	3	0	0	0	3	1	0	0	0	0	0	0	0	4	0	1	0	1	7	6	0	0	1	0	1	0	4	0	2	1	0	2	0	1	0	2	2	0	0	3	3	1	0	2	0	1	3	0	2	0	0	0	1	0	1	0
MorganStanley	8	1	14	4	27	9	13	3	3	0	0	0	0	2	5	1	3	1	0	0	0	3	2	5	0	10	8	0	0	0	1	1	4	9	4	0	0	0	1	1	1	1	2	0	5	0	1	1	0	3	1	3	1	1	1	5	4	6	4	6	0	0	7	3	0	0	1	0	1	15	1	14	4	4	3	6	3	1	2	6	0	1	1	2	11	6	0	1	3	6	0	3	3	7	4	2	1	0	1	0	0	0	0	5	0	3	24	2	0	4	0	0	0	6	2	1	3	0	2	1	0	5	3	3	0	0	0	1	0	1	3	1	3	1	1	3	0	0	0	0	0	1	0	2	1	0	1	1	0	5	1	5	0	0	0	2	0	0	1	0	2	8	0	3	3	2	3	5	0	0	3	0	3	0	2	1	0	1	0	1	2	0	2	0	0	1	2	10	4	0	0	1	0	1	0	1	3	0	1	5	1	2	0	1	2	1	1	1	1	2	0	7	2	2	0	0	1	0	0	0	0	0	0	1	0	1	1	0	0	0	4	2	0	2	2	0	3	0	2	1	6	3	3	2	0	0	0	2	0	1	0	3	1	2	0	1	0	0	1	2	2	0	0	0	2	1	0	2	1	1	0	1	0	1	3	0	0	6	1	2	0	0	0	0	3	0	1	0	1	2	0	0	1	1	0	1	0	0	0	0	0	0	0	0	1	1	1	1	2	1	0	0	0	0	1	8	0	7	0	0	0	0	4	0	0	0	0	4	1	0	0	4	3	1	0	5	0	0	0	0	1	0	0	2	2	1	2	1	0	0	0	0	0	6	0	0	0	0	2	0	0	1	0	2	0	3	0	1	0	1	0	2	0	1	0	0	0	2	1	5	0	0	1	0	1	0	0	7	1	0	4	0	0	0	0	2	1	4	0	0	3	0	0	1	1	1	0	2	0	1	0	2	0	0	1	0	2	1	0	2	1	0	0	0	0	0	0	4	0	1	0	2	1	1	1	1	0	0	0	0	0	0	1	1	0	2	0	0	0	2	1	0	0	0	0	2	0	2	1	1	0	0	0	0	0	0	1	2	0	0	0	0
MerrillLynch	17	0	3	2	6	13	8	1	5	0	0	0	7	9	3	0	2	8	0	3	2	4	2	2	2	3	0	1	0	0	0	1	2	4	3	21	4	0	0	1	0	3	11	0	0	1	2	4	0	2	3	8	3	3	7	0	2	0	5	8	0	3	13	2	0	5	0	0	1	6	0	9	1	2	1	6	1	0	2	1	2	0	1	0	1	0	1	0	0	3	2	5	0	1	1	1	1	0	4	0	1	0	0	1	2	1	5	1	0	2	0	0	1	1	0	0	1	0	0	2	0	5	3	3	1	0	0	2	2	1	0	0	0	2	1	4	0	0	1	1	1	1	0	0	3	1	3	0	2	3	0	12	1	0	0	1	0	2	0	2	2	3	2	1	4	0	0	5	0	0	4	0	0	0	0	2	0	1	0	0	0	0	1	0	0	0	0	8	0	0	0	0	3	3	0	1	0	0	0	1	0	0	2	0	7	0	2	0	0	1	0	2	0	1	0	0	1	0	2	0	0	0	1	1	2	0	0	2	0	0	0	0	1	3	0	0	0	0	0	1	0	0	4	3	0	0	1	1	4	0	0	0	0	0	0	2	0	3	2	0	0	0	0	0	1	1	0	1	0	0	0	0	1	0	0	0	2	2	1	0	0	0	0	0	0	0	5	2	1	0	0	0	1	1	0	0	0	2	0	0	0	1	3	1	2	0	2	1	5	0	2	2	0	2	1	2	0	1	0	0	0	0	2	0	2	1	0	5	0	0	0	3	0	0	0	1	0	1	3	0	0	0	0	1	0	1	0	1	0	2	0	0	0	3	0	0	1	0	2	0	2	1	0	0	0	0	2	0	1	1	0	1	1	2	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	5	0	1	1	2	1	1	1	0	2	2	0	3	0	0	0	0	0	0	0	0	0	0	1	0	0	3	0	0	1	0	0	0	2	2	0	0	1	0	0	1	2	0	0	0	5	1	0	5	0	0	2	0	2	0	0	1	2	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	1
UBS	27	1	8	1	7	15	24	6	1	0	1	0	0	3	5	0	7	4	5	1	0	5	1	1	4	1	6	1	2	0	1	4	3	1	18	12	2	1	2	4	0	6	6	0	1	2	0	0	0	0	0	2	5	4	4	3	0	3	9	6	0	3	4	4	0	6	2	0	0	4	0	11	5	0	1	1	1	0	1	2	1	0	0	2	2	3	0	1	0	14	1	2	1	3	0	3	2	0	0	1	1	0	0	1	1	1	24	6	0	7	0	1	0	11	3	4	2	0	0	2	0	0	4	2	0	1	0	0	2	2	1	0	5	3	0	4	0	0	0	1	0	1	6	0	2	1	1	0	0	8	0	0	1	0	0	2	0	0	2	0	1	2	0	0	2	1	0	5	0	0	2	0	1	0	0	0	0	0	1	0	9	0	0	0	2	1	0	10	4	0	1	1	9	2	0	1	0	0	0	7	0	3	0	0	1	0	0	0	0	1	0	4	0	0	0	0	1	1	1	0	0	0	7	0	3	1	0	0	0	0	0	4	5	5	0	2	0	1	0	0	0	0	2	0	0	1	14	0	0	2	0	1	0	0	1	3	0	1	2	0	0	0	0	2	4	1	0	4	0	1	0	0	0	0	4	2	1	3	4	2	0	1	3	0	0	0	0	1	3	0	0	1	0	2	1	0	0	2	0	0	0	0	1	1	2	0	0	4	0	1	0	1	0	0	1	0	0	0	0	0	1	1	10	0	2	0	0	1	0	3	0	8	1	1	0	1	0	0	3	0	0	0	1	1	0	1	6	1	0	2	2	1	1	2	0	0	0	0	1	0	2	2	2	1	0	2	0	1	0	3	5	1	1	1	1	0	6	0	2	1	0	0	1	1	1	0	0	2	0	0	0	0	1	2	0	1	8	1	0	0	0	1	0	0	3	3	1	0	0	0	0	5	0	0	0	0	0	0	0	2	1	0	1	0	0	0	0	3	1	1	1	0	0	4	0	1	0	0	1	3	0	1	0	1	0	2	0	2	1	3	2	0	0	1	0	2	3	0	0	1	0	2	1	0	1	0	0	2	0	0	1	0
Citi	23	0	18	5	11	2	1	1	1	0	0	0	1	4	4	2	6	6	1	0	0	1	0	0	4	5	3	1	2	0	1	5	0	6	0	8	0	0	3	0	6	3	5	0	3	0	2	4	0	9	3	1	1	6	5	7	3	4	3	2	4	0	11	13	0	5	0	6	0	1	0	4	3	8	3	5	2	0	1	0	0	3	0	0	3	1	2	2	0	1	0	11	3	13	7	1	2	2	0	0	0	0	0	2	0	6	2	5	0	2	0	1	0	2	3	0	1	0	2	0	0	1	6	1	0	1	0	0	1	1	1	0	5	1	1	0	0	1	0	0	1	2	0	1	2	1	3	5	5	5	5	2	1	1	1	0	3	0	2	0	1	7	0	0	4	0	5	0	0	0	1	0	1	0	0	0	0	0	3	1	2	0	2	0	3	4	0	3	19	2	1	0	0	0	0	2	1	0	0	1	0	0	1	1	0	0	0	1	0	1	0	6	0	1	0	1	0	0	1	0	0	1	1	3	0	0	0	0	0	0	0	2	1	4	3	0	3	1	1	0	1	2	0	0	0	0	0	0	1	1	0	1	3	0	1	1	0	0	2	3	1	1	0	0	1	0	1	1	5	4	2	1	2	1	6	0	5	4	1	10	2	1	0	0	4	0	0	0	1	2	1	0	4	1	5	0	0	1	0	0	1	1	0	1	2	0	1	1	3	0	9	2	0	0	2	0	0	1	0	2	1	0	3	0	0	0	0	1	2	0	0	0	7	5	0	2	1	1	2	0	3	0	0	1	0	2	1	2	1	0	1	7	5	1	0	2	0	0	0	0	3	4	0	2	0	0	0	5	0	1	0	0	0	0	0	1	0	0	0	0	0	2	2	1	0	0	0	3	0	0	0	0	0	0	0	0	0	2	0	0	0	3	1	1	6	0	0	0	4	0	0	0	1	0	0	4	2	0	0	3	2	0	0	0	0	0	0	2	1	2	2	0	1	0	3	4	1	0	1	0	0	2	0	5	2	2	2	2	0	0	0	0	0	1	1	1	2	0	0	2	0	0	1	0	1	0	0	1	0	0	1	1
BlackRock	13	0	15	10	17	4	18	1	7	0	0	0	2	2	18	5	0	3	0	0	1	8	1	5	3	2	0	0	0	0	0	2	4	2	0	0	1	1	0	0	0	4	8	0	2	0	1	3	0	3	4	1	0	0	5	1	2	3	2	1	1	1	3	8	1	4	0	3	0	1	0	22	4	0	0	9	1	6	2	2	3	0	1	1	1	1	1	1	0	40	2	1	2	6	2	0	4	5	0	0	0	0	1	7	3	2	12	2	0	8	0	2	0	3	6	2	4	0	3	0	0	3	7	1	1	2	0	0	0	6	0	0	2	6	3	1	0	2	0	1	0	0	0	0	2	0	2	1	1	4	1	3	0	0	6	5	0	2	0	1	2	9	0	0	2	1	0	4	0	0	2	0	5	0	0	0	0	0	1	1	4	0	0	1	0	0	1	10	1	0	2	0	0	1	0	1	3	0	2	3	0	4	0	2	3	0	0	0	0	1	0	0	1	1	0	1	0	2	1	1	0	0	0	0	2	0	0	0	0	0	5	0	0	2	1	0	0	1	2	2	1	1	12	0	0	1	0	0	1	1	0	2	1	1	0	0	0	0	1	7	3	0	0	0	2	0	0	0	8	0	0	2	0	0	2	0	1	0	1	11	0	0	6	0	1	0	0	1	3	0	0	0	0	4	0	0	2	1	0	0	4	3	0	1	0	0	0	6	0	2	0	0	0	0	0	2	0	0	0	1	1	0	3	0	1	1	0	0	2	1	0	7	1	0	1	1	0	0	1	0	0	0	1	1	0	1	7	10	0	1	0	0	4	4	3	0	0	0	2	0	1	1	0	3	0	0	1	0	0	0	0	0	3	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	3	0	1	1	0	1	2	4	0	0	0	0	5	1	2	0	2	1	0	0	0	2	0	0	0	1	0	0	0	3	1	0	1	0	0	1	0	1	0	1	2	1	5	2	0	1	1	0	2	2	1	2	0	0	0	0	0	1	0	1	1	3	1	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	1	1	1	0
CreditSuisse	18	0	28	0	12	20	5	9	1	0	0	0	0	0	5	0	3	2	0	0	0	8	1	0	1	7	0	0	2	0	0	0	3	10	0	11	1	0	3	0	1	10	17	0	5	0	1	0	0	2	2	0	1	1	11	0	0	1	1	8	0	0	11	9	3	4	0	2	0	0	0	9	1	3	1	3	0	3	0	1	3	0	1	0	3	1	0	1	0	17	0	3	1	6	1	0	0	0	0	0	2	0	0	0	1	1	2	1	1	0	0	4	0	0	4	4	0	0	0	0	0	2	3	2	2	9	0	0	0	0	5	0	1	2	0	1	0	2	0	1	0	1	0	0	1	0	1	1	0	1	0	3	0	0	0	0	0	1	3	0	0	2	0	1	0	0	0	1	0	0	1	0	4	0	0	0	0	0	0	0	4	0	0	0	1	0	1	10	8	4	1	0	4	2	0	0	2	0	0	0	0	1	1	0	0	0	0	0	2	1	3	1	0	5	0	2	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	3	0	0	2	0	1	3	1	1	2	0	0	0	0	2	0	0	1	2	13	0	2	0	0	1	2	1	0	0	1	1	0	1	1	0	0	0	2	0	0	9	0	0	5	0	2	0	0	2	0	0	0	0	2	0	0	0	0	0	0	1	0	0	1	0	0	1	3	0	0	1	0	0	4	2	0	2	0	0	0	0	3	0	0	0	1	3	0	2	0	1	3	0	0	2	1	0	2	0	4	0	0	0	2	2	0	0	0	0	0	0	8	7	2	0	0	0	0	0	0	1	0	0	0	0	0	0	5	0	1	0	0	11	1	0	1	0	1	0	0	0	0	1	0	2	4	0	0	2	0	0	0	0	2	0	0	0	0	1	3	0	1	2	0	1	0	0	0	4	1	2	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	1	1	2	1	0	0	1	0	0	1	0	3	2	0	1	0	1	0	1	1	0	0	2	1	0	0	0	3	0	0	0	2	0	0	4	1	0	1	0
DeutscheBank	3	0	12	1	29	2	1	6	1	0	0	0	0	1	3	0	3	1	0	0	0	6	3	0	3	4	0	0	0	0	0	4	0	2	0	0	0	0	0	0	0	3	6	0	5	1	0	0	0	0	0	0	0	0	2	4	0	0	1	3	2	0	6	11	0	1	0	0	1	2	2	13	0	9	0	2	5	0	0	3	0	1	3	1	0	0	0	0	0	6	4	53	0	9	0	0	5	0	0	0	4	1	0	6	1	0	3	3	1	1	0	0	0	0	2	4	0	0	1	0	0	0	2	0	0	0	0	0	0	0	19	0	2	2	0	4	0	0	0	2	0	0	0	0	0	0	0	0	1	3	0	0	0	0	0	2	0	0	2	0	0	2	0	0	1	0	0	1	0	0	2	0	0	0	0	0	0	2	0	1	1	0	1	1	1	0	0	5	1	2	0	0	0	0	0	0	3	0	0	2	0	0	1	0	6	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	2	0	2	4	0	0	0	0	0	2	1	0	1	6	0	0	2	1	0	0	1	5	1	0	0	0	0	1	1	0	0	1	1	0	1	0	0	0	3	0	1	0	0	0	0	1	2	0	1	0	0	0	0	6	0	0	2	0	4	0	0	0	0	4	0	0	0	1	0	1	0	2	2	1	0	1	0	0	0	1	2	0	1	2	1	0	0	8	0	0	0	0	0	1	5	0	0	0	0	0	0	0	0	0	0	0	0	4	1	0	5	0	11	0	0	1	0	1	0	3	2	0	0	0	0	4	8	0	1	0	2	2	2	0	0	0	0	0	0	1	0	0	0	1	0	0	1	0	3	0	1	1	0	0	1	0	0	0	0	0	0	1	0	3	0	0	0	0	0	0	0	0	1	0	5	1	2	0	0	0	2	0	1	2	0	0	0	0	0	0	0	1	0	2	0	4	0	0	1	1	0	0	2	0	0	0	1	0	2	0	0	0	1	3	1	3	0	0	0	1	0	0	0	2	2	0	1	1	1	0	0	1	0	1	3	1	1	0	1	0	0	1	0	0	0	0	0	0	1	1	0
Barclays	1	0	4	5	21	9	0	11	3	0	0	0	0	2	7	1	11	3	0	0	0	0	3	0	3	0	5	0	1	0	0	4	5	0	1	6	0	1	4	0	1	4	3	0	14	3	2	7	0	11	2	2	4	7	4	3	3	2	0	9	6	0	2	4	0	4	0	6	0	2	0	0	0	5	4	2	2	0	0	3	2	3	1	0	2	3	0	0	1	3	1	12	4	3	1	4	4	0	0	2	0	1	0	0	1	3	0	5	0	0	0	7	0	0	6	1	1	0	1	0	1	3	2	3	0	0	0	1	3	0	0	0	0	0	0	0	0	1	0	4	1	1	1	1	2	3	4	1	3	4	0	0	1	0	0	2	1	0	14	0	1	3	0	0	2	4	5	1	0	0	2	0	6	0	0	0	0	3	0	1	1	0	0	0	1	0	1	0	6	0	1	0	0	4	0	0	4	0	1	14	0	1	1	1	0	0	0	0	0	0	0	0	0	1	0	4	1	1	3	0	3	0	7	0	0	0	0	0	1	0	1	2	1	1	0	0	33	0	4	0	0	0	0	1	0	0	1	0	5	0	0	1	1	2	0	1	4	0	1	1	0	0	0	0	1	0	1	0	6	1	1	0	3	1	1	0	0	1	3	15	0	4	0	0	0	0	1	0	0	1	2	2	4	0	3	1	2	4	0	0	2	4	1	2	1	0	0	0	1	0	0	0	0	0	0	4	0	0	0	5	1	1	1	0	1	1	0	0	3	2	0	0	3	2	0	0	0	3	0	0	0	0	0	1	1	2	1	4	1	1	1	0	1	0	0	0	0	0	0	0	2	0	2	0	0	1	0	0	0	1	0	1	0	0	1	0	3	1	0	0	1	0	1	2	0	0	0	0	0	0	2	0	0	1	0	0	2	5	0	0	4	0	2	3	0	0	2	0	0	0	0	0	1	0	0	0	0	3	0	0	4	1	1	0	0	0	1	3	2	1	0	0	1	3	1	2	2	0	0	0	0	0	0	2	1	0	1	3	0	1	0	0	0	0	1	1	0	0	0	1	0	0	1	0	3	0	0	0	0	0	0	0
